date,tank,sample_type,SampleID,TA,water_mass,TA_initial,mean.blanks,ID,pH_treatment,temp_treatment,volume,TA.start,TA.stop,deltaTA,timediff,umol.hr
###############################################################################################################################################################################################################################################################,5,Blank,T5_blank,1904.165899,60.1711,1971.362368,67.196469,NA,7.7,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,0,1.416666667,0
###############################################################################################################################################################################################################################################################,5,Blank,T5_blank,1904.165899,60.1711,1971.362368,67.196469,NA,7.7,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,0,1.416666667,0
###############################################################################################################################################################################################################################################################,6,Blank,T6_blank,1899.81374,59.7837,2005.370443,105.5567027,NA,7.9,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,0,1.416666667,0
###############################################################################################################################################################################################################################################################,6,Blank,T6_blank,1899.81374,59.7837,2005.370443,105.5567027,NA,7.9,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,0,1.416666667,0
###############################################################################################################################################################################################################################################################,13,Initial,T13_initial_S1,2004.571865,59.9964,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-108.344176,1.25,-5.108427898
###############################################################################################################################################################################################################################################################,13,Initial,T13_initial_S1,2004.571865,59.9964,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-108.344176,1.25,-5.108427898
###############################################################################################################################################################################################################################################################,13,Initial,T13_initial_S2,1906.663713,60.4167,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-10.436024,1.25,-0.492058532
###############################################################################################################################################################################################################################################################,13,Initial,T13_initial_S2,1906.663713,60.4167,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-10.436024,1.25,-0.492058532
###############################################################################################################################################################################################################################################################,13,Initial,T13_initial_S3,1995.287061,60.1903,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-99.059372,1.25,-4.67064939
###############################################################################################################################################################################################################################################################,13,Initial,T13_initial_S3,1995.287061,60.1903,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-99.059372,1.25,-4.67064939
###############################################################################################################################################################################################################################################################,13,NA,T13_Teg,2008.338337,59.9199,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-112.110648,1.25,-5.286017053
###############################################################################################################################################################################################################################################################,13,NA,T13_Teg,2008.338337,59.9199,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-112.110648,1.25,-5.286017053
###############################################################################################################################################################################################################################################################,13,Blank,T13_SBlank,1896.227689,60.4711,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,13,Blank,T13_SBlank,1896.227689,60.4711,1968.84088,72.61319067,NA,8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,7,Initial,T7_initial_S1,1997.342787,59.7948,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-61.78657,1.416666667,-2.570503037
###############################################################################################################################################################################################################################################################,7,Initial,T7_initial_S1,1997.342787,59.7948,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-61.78657,1.416666667,-2.570503037
###############################################################################################################################################################################################################################################################,7,Initial,T7_initial_S2,2004.165937,59.9154,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-68.60972,1.416666667,-2.854366145
###############################################################################################################################################################################################################################################################,7,Initial,T7_initial_S2,2004.165937,59.9154,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-68.60972,1.416666667,-2.854366145
###############################################################################################################################################################################################################################################################,7,Initial,T7_initial_S3,2002.371204,60.2693,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-66.814987,1.416666667,-2.779699974
###############################################################################################################################################################################################################################################################,7,Initial,T7_initial_S3,2002.371204,60.2693,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-66.814987,1.416666667,-2.779699974
###############################################################################################################################################################################################################################################################,7,NA,T7_Teg,2052.371883,59.7537,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-116.815666,1.416666667,-4.859875281
###############################################################################################################################################################################################################################################################,7,NA,T7_Teg,2052.371883,59.7537,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,-116.815666,1.416666667,-4.859875281
###############################################################################################################################################################################################################################################################,7,Blank,T7_SBlank,1935.556217,60.2885,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,0,1.416666667,0
###############################################################################################################################################################################################################################################################,7,Blank,T7_SBlank,1935.556217,60.2885,2001.293309,65.73709233,NA,7.5,16,0.115,2025-07-16T09:30:00Z,2025-07-16T10:55:00Z,0,1.416666667,0
###############################################################################################################################################################################################################################################################,14,Initial,T14_initial_S1,1997.04978,59.7346,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-69.240694,1.25,-3.264698722
###############################################################################################################################################################################################################################################################,14,Initial,T14_initial_S1,1997.04978,59.7346,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-69.240694,1.25,-3.264698722
###############################################################################################################################################################################################################################################################,14,Initial,T14_initial_S2,2004.867996,59.6227,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-77.05891,1.25,-3.633327606
###############################################################################################################################################################################################################################################################,14,Initial,T14_initial_S2,2004.867996,59.6227,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-77.05891,1.25,-3.633327606
###############################################################################################################################################################################################################################################################,14,Initial,T14_initial_S3,2000.699192,59.712,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-72.890106,1.25,-3.436768498
###############################################################################################################################################################################################################################################################,14,Initial,T14_initial_S3,2000.699192,59.712,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-72.890106,1.25,-3.436768498
###############################################################################################################################################################################################################################################################,14,NA,T14_Teg,2026.056005,60.2312,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-98.246919,1.25,-4.632342231
###############################################################################################################################################################################################################################################################,14,NA,T14_Teg,2026.056005,60.2312,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-98.246919,1.25,-4.632342231
###############################################################################################################################################################################################################################################################,14,Blank,T14_SBlank,1927.809086,59.5936,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,14,Blank,T14_SBlank,1927.809086,59.5936,2000.872323,73.06323667,NA,7.2,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,1,Initial,T1_initial_S1,1925.480444,59.7079,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-34.937284,1.25,-1.647292941
###############################################################################################################################################################################################################################################################,1,Initial,T1_initial_S1,1925.480444,59.7079,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-34.937284,1.25,-1.647292941
###############################################################################################################################################################################################################################################################,1,Initial,T1_initial_S2,1973.118315,59.6221,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-82.575155,1.25,-3.893418558
###############################################################################################################################################################################################################################################################,1,Initial,T1_initial_S2,1973.118315,59.6221,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-82.575155,1.25,-3.893418558
###############################################################################################################################################################################################################################################################,1,Initial,T1_initial_S3,1920.528138,59.9391,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-29.984978,1.25,-1.413791713
###############################################################################################################################################################################################################################################################,1,Initial,T1_initial_S3,1920.528138,59.9391,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-29.984978,1.25,-1.413791713
###############################################################################################################################################################################################################################################################,1,NA,T1_Teg,2004.629345,59.6729,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-114.086185,1.25,-5.379163623
###############################################################################################################################################################################################################################################################,1,NA,T1_Teg,2004.629345,59.6729,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,-114.086185,1.25,-5.379163623
###############################################################################################################################################################################################################################################################,1,Blank,T1_SBlank,1890.54316,60.3929,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,1,Blank,T1_SBlank,1890.54316,60.3929,1939.708966,49.16580567,NA,7.6,20,0.115,2025-07-16T17:20:00Z,2025-07-16T18:35:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,8,Initial,T8_initial_S1,2005.84306,59.7581,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-72.012698,1.25,-3.395398711
###############################################################################################################################################################################################################################################################,8,Initial,T8_initial_S1,2005.84306,59.7581,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-72.012698,1.25,-3.395398711
###############################################################################################################################################################################################################################################################,8,Initial,T8_initial_S2,2000.562876,59.7145,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-66.732514,1.25,-3.146438035
###############################################################################################################################################################################################################################################################,8,Initial,T8_initial_S2,2000.562876,59.7145,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-66.732514,1.25,-3.146438035
###############################################################################################################################################################################################################################################################,8,Initial,T8_initial_S3,1999.270415,59.9619,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-65.440053,1.25,-3.085498499
###############################################################################################################################################################################################################################################################,8,Initial,T8_initial_S3,1999.270415,59.9619,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-65.440053,1.25,-3.085498499
###############################################################################################################################################################################################################################################################,8,Blank,T8_Sblank,1933.830362,60,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,8,Blank,T8_Sblank,1933.830362,60,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,8,NA,T8_Teg,2012.094238,59.7877,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-78.263876,1.25,-3.690141753
###############################################################################################################################################################################################################################################################,8,NA,T8_Teg,2012.094238,59.7877,2001.892117,68.061755,NA,7.6,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-78.263876,1.25,-3.690141753
###############################################################################################################################################################################################################################################################,9,Initial,T9_initial_S1,2004.896154,59.8085,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-92.241975,1.25,-4.349209121
###############################################################################################################################################################################################################################################################,9,Initial,T9_initial_S1,2004.896154,59.8085,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-92.241975,1.25,-4.349209121
###############################################################################################################################################################################################################################################################,9,Initial,T9_initial_S2,2004.370683,60.2269,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-91.716504,1.25,-4.324433164
###############################################################################################################################################################################################################################################################,9,Initial,T9_initial_S2,2004.370683,60.2269,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-91.716504,1.25,-4.324433164
###############################################################################################################################################################################################################################################################,9,Initial,T9_initial_S3,2004.319338,59.7675,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-91.665159,1.25,-4.322012247
###############################################################################################################################################################################################################################################################,9,Initial,T9_initial_S3,2004.319338,59.7675,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-91.665159,1.25,-4.322012247
###############################################################################################################################################################################################################################################################,9,NA,T9_Teg,2042.564383,60.0997,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-129.910204,1.25,-6.125266119
###############################################################################################################################################################################################################################################################,9,NA,T9_Teg,2042.564383,60.0997,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-129.910204,1.25,-6.125266119
###############################################################################################################################################################################################################################################################,9,Blank,T9_SBlank,1912.654179,60.2117,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,9,Blank,T9_SBlank,1912.654179,60.2117,2004.528725,91.874546,NA,7.2,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,10,Initial,T10_initial_S1,2002.804405,60.1854,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-70.514362,1.25,-3.324752168
###############################################################################################################################################################################################################################################################,10,Initial,T10_initial_S1,2002.804405,60.1854,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-70.514362,1.25,-3.324752168
###############################################################################################################################################################################################################################################################,10,Initial,T10_initial_S2,2004.76452,60.3893,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-72.474477,1.25,-3.417171591
###############################################################################################################################################################################################################################################################,10,Initial,T10_initial_S2,2004.76452,60.3893,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-72.474477,1.25,-3.417171591
###############################################################################################################################################################################################################################################################,10,Initial,T10_initial_S3,2003.953279,60.157,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-71.663236,1.25,-3.378921577
###############################################################################################################################################################################################################################################################,10,Initial,T10_initial_S3,2003.953279,60.157,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,-71.663236,1.25,-3.378921577
###############################################################################################################################################################################################################################################################,10,NA,T10_Teg,1926.89195,60.1104,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,5.398093,1.25,0.254520085
###############################################################################################################################################################################################################################################################,10,NA,T10_Teg,1926.89195,60.1104,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,5.398093,1.25,0.254520085
###############################################################################################################################################################################################################################################################,10,Blank,T10_Sblank,1932.290043,59.7132,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
###############################################################################################################################################################################################################################################################,10,Blank,T10_Sblank,1932.290043,59.7132,2003.840735,71.55069167,NA,7.8,16,0.115,2025-07-16T11:25:00Z,2025-07-16T12:40:00Z,0,1.25,0
20241222,18,Initial,T18_initial_S1,1941.662198,59.6139,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,3.386081,1.216666667,0.164027794
20241222,18,Initial,T18_initial_S1,1941.662198,59.6139,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,3.386081,1.216666667,0.164027794
20241222,18,Initial,T18_initial_S2,1957.128649,59.8563,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-12.08037,1.216666667,-0.585194636
20241222,18,Initial,T18_initial_S2,1957.128649,59.8563,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-12.08037,1.216666667,-0.585194636
20241222,18,Initial,T18_initial_S3,2014.304775,59.8742,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-69.256496,1.216666667,-3.354908
20241222,18,Initial,T18_initial_S3,2014.304775,59.8742,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-69.256496,1.216666667,-3.354908
20241222,18,NA,T18_Teg,2023.350857,59.8422,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-78.302578,1.216666667,-3.793116321
20241222,18,NA,T18_Teg,2023.350857,59.8422,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-78.302578,1.216666667,-3.793116321
20241222,18,Blank,T18_SBlank,1945.048279,60.1217,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,18,Blank,T18_SBlank,1945.048279,60.1217,1971.031874,25.983595,NA,7.3,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,0,1.216666667,0
20241222,19,Initial,T19_initial_S1,1991.073259,59.7646,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-99.850834,1.216666667,-4.836952216
20241222,19,Initial,T19_initial_S1,1991.073259,59.7646,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-99.850834,1.216666667,-4.836952216
20241222,19,Initial,T19_initial_S2,2008.865825,59.9807,1993.3273,102.1048747,NA,8,20,0.115,2025-07-16T18:55:00Z,2025-07-16T20:08:00Z,-117.6434,1.216666667,-5.698855798
