date,experiment,ID,tank,sample_type,TA,water_mass,tank_exp,TA_initial,mean.blanks,pH_treatment,temp_treatment,volume,wet_weight,dry_weight,TA.start,TA.stop,deltaTA,timediff,umol.cm2.hr
20240530,a,2,3:00 AM,NA,2419.336037,60.3754,3:00 AM,2432.555643,0.23756125,7.7,16,0.1145,2.5047,0.0504,2025-06-18T08:43:00Z,2025-06-18T10:20:00Z,12.98204425,1.616666667,9.349565343
20240530,a,61,3:00 AM,NA,2361.657209,59.8478,3:00 AM,2432.555643,0.23756125,7.7,16,0.115,1.0905,0.04,2025-06-18T08:44:00Z,2025-06-18T10:21:00Z,70.66087225,1.616666667,64.40064678
20240530,a,71,3:00 AM,NA,2340.473534,60.2279,3:00 AM,2432.555643,0.23756125,7.7,16,0.115,2.2174,0.0457,2025-06-18T08:45:00Z,2025-06-18T10:20:00Z,91.84454725,1.583333333,74.80946222
20240530,a,23,5:00 AM,NA,2425.494968,59.8528,5:00 AM,2422.492518,4.11825225,7.5,20,0.115,2.5027,0.0484,2025-06-18T16:10:00Z,2025-06-18T17:35:00Z,-7.12070225,1.416666667,-6.12070572
20240530,a,34,5:00 AM,NA,2425.537711,60.3035,5:00 AM,2422.492518,4.11825225,7.5,20,0.115,2.0595,0.0409,2025-06-18T16:12:00Z,2025-06-18T17:29:00Z,-7.16344525,1.283333333,-8.043607553
20240530,a,68,5:00 AM,NA,2429.292334,60.0579,5:00 AM,2422.492518,4.11825225,7.5,20,0.115,2.0338,0.0312,2025-06-18T16:14:00Z,2025-06-18T17:30:00Z,-10.91806825,1.266666667,-16.28248096
20240530,a,6,7:00 AM,NA,2343.351614,59.7281,7:00 AM,2422.448309,5.928198833,7.6,16,0.115,2.4597,0.04,2025-06-18T22:35:00Z,2025-06-18T00:05:00Z,73.16849583,-22.5,-4.791520248
20240530,a,14,7:00 AM,NA,2431.926506,59.9759,7:00 AM,2422.448309,5.928198833,7.6,16,0.115,2.062,0.042,2025-06-18T22:37:00Z,2025-06-18T00:07:00Z,-15.40639617,-22.5,0.960861877
20240530,a,42,7:00 AM,NA,2438.788101,60.0533,7:00 AM,2422.448309,5.928198833,7.6,16,0.115,1.9351,0.0416,2025-06-18T22:36:00Z,2025-06-18T00:10:00Z,-22.26799117,-22.43333333,1.406324719
20240530,a,13,8:00 AM,NA,2431.95265,60.4602,8:00 AM,2407.044146,-0.602125167,7.4,16,0.1205,2.8554,0.0484,2025-06-18T06:29:00Z,2025-06-18T08:33:00Z,-24.30637933,2.066666667,-15.0067066
20240530,a,25,8:00 AM,NA,2430.005398,59.9668,8:00 AM,2407.044146,-0.602125167,7.4,16,0.1215,1.681,0.0259,2025-06-18T06:27:00Z,2025-06-18T08:35:00Z,-22.35912733,2.133333333,-25.19802564
20240530,a,43,8:00 AM,NA,2431.05518,59.8683,8:00 AM,2407.044146,-0.602125167,7.4,16,0.121,2.3822,0.0455,2025-06-18T06:28:00Z,2025-06-18T08:29:00Z,-23.40890933,2.016666667,-15.82030686
20240530,a,40,11:00 AM,NA,2423.844934,59.9054,11:00 AM,2437.897108,4.27032025,7.6,20,0.115,1.8756,0.0252,2025-06-18T19:25:00Z,2025-06-18T20:42:00Z,9.78185375,1.283333333,17.82677815
20240530,a,48,11:00 AM,NA,2431.094756,59.8747,11:00 AM,2437.897108,4.27032025,7.6,20,0.115,2.3639,0.0372,2025-06-18T19:26:00Z,2025-06-18T20:45:00Z,2.53203175,1.316666667,3.046786878
20240530,a,55,11:00 AM,NA,2427.363622,60.1817,11:00 AM,2437.897108,4.27032025,7.6,20,0.115,2.1489,0.0372,2025-06-18T19:27:00Z,2025-06-18T20:46:00Z,6.26316575,1.316666667,7.536450212
20240530,a,9,15 a,NA,2432.143493,59.819,15 a,2425.038479,-1.039455167,7.9,16,0.113,3.109,0.1291,2025-06-18T02:00:00Z,2025-06-18T03:20:00Z,-6.065559167,1.333333333,-2.040695364
20240530,a,32,15 a,NA,2431.716035,59.9905,15 a,2425.038479,-1.039455167,7.9,16,0.115,1.7413,0.0379,2025-06-18T02:03:00Z,2025-06-18T03:21:00Z,-5.638101167,1.3,-6.744379694
20240530,a,74,15 a,NA,2436.517917,59.8274,15 a,2425.038479,-1.039455167,7.9,16,0.115,1.8394,0.0477,2025-06-18T02:01:00Z,2025-06-18T03:23:00Z,-10.43998317,1.366666667,-9.438664026
20240530,a,22,17 a,NA,2425.583527,59.9262,17 a,2429.184633,-11.14738242,7.8,20,0.115,2.3002,0.0378,2025-06-18T17:45:00Z,2025-06-18T19:19:00Z,14.74848808,1.566666667,14.67813266
20240530,a,35,17 a,NA,2435.736967,59.8421,17 a,2429.184633,-11.14738242,7.8,20,0.1145,2.8157,0.0997,2025-06-18T17:46:00Z,2025-06-18T19:21:00Z,4.595048083,1.583333333,1.708133867
20240530,a,77,17 a,NA,2424.268816,59.7546,17 a,2429.184633,-11.14738242,7.8,20,0.115,1.9138,0.0412,2025-06-18T17:48:00Z,2025-06-18T19:16:00Z,16.06319908,1.466666667,15.66733444
20240530,a,5,19 a,NA,2417.100472,60.2071,19 a,2425.420036,3.263629167,7.9,20,0.115,1.8612,0.0862,2025-06-18T14:19:00Z,2025-06-18T15:43:00Z,5.055935167,1.4,2.469209305
20240530,a,17,19 a,NA,2423.45982,60.458,19 a,2425.420036,3.263629167,7.9,20,0.1145,2.5809,0.0361,2025-06-18T14:20:00Z,2025-06-18T15:42:00Z,-1.303412833,1.366666667,-1.550285001
20240530,a,18,19 a,NA,2377.791092,60.4314,19 a,2425.420036,3.263629167,7.9,20,0.115,2.2872,0.0874,2025-06-18T14:22:00Z,2025-06-18T15:40:00Z,44.36531517,1.3,23.01338464
20240601,a,19,4:00 AM,NA,2442.113525,59.6184,4:00 AM,2440.631593,5.462138,7.3,20,0.115,2.3462,0.0385,2025-06-18T14:15:00Z,2025-06-18T15:40:00Z,-6.94407,1.416666667,-7.503733396
20240601,a,20,4:00 AM,NA,2441.572605,60.1459,4:00 AM,2440.631593,5.462138,7.3,20,0.1145,2.6092,0.0516,2025-06-18T14:16:00Z,2025-06-18T15:41:00Z,-6.40315,1.416666667,-5.140148371
20240601,a,62,4:00 AM,NA,2421.60583,60.2944,4:00 AM,2440.631593,5.462138,7.3,20,0.115,2.3512,0.0419,2025-06-18T14:17:00Z,2025-06-18T15:42:00Z,13.563625,1.416666667,13.46746284
20240601,a,30,6:00 AM,NA,2436.301705,60.3763,6:00 AM,2426.808111,-2.80412675,7.3,16,0.115,2.2574,0.044,2025-06-18T08:48:00Z,2025-06-18T10:23:00Z,-6.68946725,1.583333333,-5.659241283
20240601,a,73,6:00 AM,NA,2376.844467,60.2661,6:00 AM,2426.808111,-2.80412675,7.3,16,0.115,2.1169,0.0382,2025-06-18T08:48:00Z,2025-06-18T10:22:00Z,52.76777075,1.566666667,51.96614384
20240601,a,7,6:00 AM,NA,2435.407103,60.3693,6:00 AM,2426.808111,-2.80412675,7.3,16,0.115,1.9467,0.0309,2025-06-18T02:05:00Z,2025-06-18T03:25:00Z,-5.79486525,1.333333333,-8.289681327
20240601,a,44,9:00 AM,NA,2430.657002,59.7354,9:00 AM,2428.979671,-2.846356,7.7,20,0.115,1.8191,0.0301,2025-06-18T17:50:00Z,2025-06-18T19:17:00Z,1.169024667,1.45,1.578631946
20240601,a,53,9:00 AM,NA,2425.159056,60.3196,9:00 AM,2428.979671,-2.846356,7.7,20,0.1145,2.5698,0.1002,2025-06-18T17:52:00Z,2025-06-18T19:20:00Z,6.666970667,1.466666667,2.662126922
20240601,a,63,9:00 AM,NA,2432.787197,59.6752,9:00 AM,2428.979671,-2.846356,7.7,20,0.115,1.6733,0.0298,2025-06-18T17:54:00Z,2025-06-18T19:18:00Z,-0.961170333,1.4,-1.357837405
20240601,a,28,10:00 AM,NA,2431.741171,59.8117,10:00 AM,2409.164647,-14.31071167,7.5,16,0.115,2.09,0.0363,2025-06-18T00:18:00Z,2025-06-18T01:50:00Z,-8.265812667,1.533333333,-8.752539239
20240601,a,47,10:00 AM,NA,2422.375474,59.9785,10:00 AM,2409.164647,-14.31071167,7.5,16,0.115,2.5555,0.0432,2025-06-18T00:17:00Z,2025-06-18T01:52:00Z,1.099884333,1.583333333,0.947725627
20240601,a,51,10:00 AM,NA,2431.675556,59.7705,10:00 AM,2409.164647,-14.31071167,7.5,16,0.115,1.8786,0.0278,2025-06-18T00:20:00Z,2025-06-18T01:58:00Z,-8.200197667,1.633333333,-10.64379276
20240601,a,10,14 a,NA,2429.142698,59.66,14 a,2400.112392,-9.531693,7.8,16,0.115,1.7621,0.0309,2025-06-18T22:40:00Z,2025-06-18T00:15:00Z,-19.498613,-22.41666667,1.659074607
20240601,a,66,14 a,NA,2436.548888,60.3507,14 a,2400.112392,-9.531693,7.8,16,0.1145,2.1565,0.0419,2025-06-18T22:44:00Z,2025-06-18T00:17:00Z,-26.904803,-22.45,1.678412884
20240601,a,72,14 a,NA,2433.154954,59.5746,14 a,2400.112392,-9.531693,7.8,16,0.115,1.7517,0.0305,2025-06-18T22:43:00Z,2025-06-18T00:08:00Z,-23.510869,-22.58333333,2.01174304
20240604,a,26,2:00 AM,NA,2387.265686,59.7633,2:00 AM,2435.1813,0.315371917,7.4,20,0.115,2.0852,0.0438,2025-06-18T12:38:00Z,2025-06-18T14:03:00Z,47.60024242,1.416666667,45.21255902
20240604,a,27,2:00 AM,NA,2439.669229,59.7828,2:00 AM,2435.1813,0.315371917,7.4,20,0.115,2.3067,0.0415,2025-06-18T12:40:00Z,2025-06-18T14:10:00Z,-4.803300583,1.5,-4.547703263
20240604,a,67,2:00 AM,NA,2437.859685,60.4461,2:00 AM,2435.1813,0.315371917,7.4,20,0.115,2.2638,0.0856,2025-06-18T12:39:00Z,2025-06-18T14:02:00Z,-2.993756583,1.383333333,-1.49007315
20240604,a,27,2:00 AM,NA,2439.669229,59.7828,2:00 AM,2435.1813,0.315371917,7.4,20,0.115,2.3067,0.0415,2025-06-18T12:40:00Z,2025-06-18T14:10:00Z,-4.803300583,1.5,-4.547703263
20240604,a,67,2:00 AM,NA,2437.859685,60.4461,2:00 AM,2435.1813,0.315371917,7.4,20,0.115,2.2638,0.0856,2025-06-18T12:39:00Z,2025-06-18T14:02:00Z,-2.993756583,1.383333333,-1.49007315
20240604,a,26,2:00 AM,NA,2387.265686,59.7633,2:00 AM,2435.1813,0.315371917,7.4,20,0.115,2.0852,0.0438,2025-06-18T12:38:00Z,2025-06-18T14:03:00Z,47.60024242,1.416666667,45.21255902
20240716,b,4,8 b,NA,2330.116994,59.7485,8 b,2347.734911,-0.602125167,7.8,20,0.115,1.7949,0.0353,2025-06-18T16:08:00Z,2025-06-18T17:12:00Z,18.22004217,1.066666667,28.51922101
20240716,b,29,9 b,NA,2293.78697,60.3183,9 b,2336.245992,-2.846356,7.5,20,0.11475,1.9345,0.0405,2025-06-18T11:53:00Z,2025-06-18T13:10:00Z,45.30537833,1.283333333,51.26274139
20240716,b,55,9 b,NA,2334.873189,60.0279,9 b,2336.245992,-2.846356,7.5,20,0.115,1.6644,0.0446,2025-06-18T11:53:00Z,2025-06-18T13:10:00Z,4.219159333,1.283333333,4.344535028
20240716,b,11,12 b,NA,2341.997798,59.9822,12 b,2338.030884,-7.0016485,7.7,20,0.115,1.7705,0.0386,2025-06-18T01:23:00Z,2025-06-18T02:38:00Z,3.034734167,1.25,3.706935647
20240716,b,14,12 b,NA,2272.371065,59.7508,12 b,2338.030884,-7.0016485,7.7,20,0.115,1.7474,0.0356,2025-06-18T01:23:00Z,2025-06-18T02:38:00Z,72.66146717,1.25,96.23562295
20240716,b,28,12 b,NA,2337.79889,59.9834,12 b,2338.030884,-7.0016485,7.7,20,0.11525,1.4999,0.0344,2025-06-18T01:23:00Z,2025-06-18T02:38:00Z,7.233642167,1.25,9.936269665
20240716,b,13,15 b,NA,2362.227323,60.2734,15 b,2333.028471,-1.039455167,7.3,20,0.115,1.8433,0.0392,2025-06-18T14:46:00Z,2025-06-18T16:00:00Z,-28.15939683,1.233333333,-34.3280016
20240716,b,35,15 b,NA,2356.848424,60.3693,15 b,2333.028471,-1.039455167,7.3,20,0.115,1.7411,0.0311,2025-06-18T14:46:00Z,2025-06-18T16:00:00Z,-22.78049783,1.233333333,-35.00370881
20240716,b,66,15 b,NA,2336.274623,60.3473,15 b,2333.028471,-1.039455167,7.3,20,0.11525,1.5213,0.0369,2025-06-18T14:46:00Z,2025-06-18T16:00:00Z,-2.206696833,1.233333333,-2.863984347
20240717,b,51,2 b,NA,2338.139527,59.6449,2 b,2335.26296,0.315371917,7.5,16,0.115,1.5368,0.0337,2025-06-18T15:20:00Z,2025-06-18T16:28:00Z,-3.191939417,1.133333333,-4.925595986
20240717,b,60,2 b,NA,2329.899947,60.3288,2 b,2335.26296,0.315371917,7.5,16,0.115,1.662,0.0339,2025-06-18T15:20:00Z,2025-06-18T16:28:00Z,5.047640583,1.133333333,7.743240939
20240717,b,64,2 b,NA,2347.753772,60.1566,2 b,2335.26296,0.315371917,7.5,16,0.115,1.7639,0.0444,2025-06-18T15:20:00Z,2025-06-18T16:28:00Z,-12.80618442,1.133333333,-14.9992944
20240717,b,49,3 b,NA,2375.702425,59.6598,3 b,2338.837855,0.23756125,7.2,20,0.115,1.6642,0.0537,2025-06-18T09:00:00Z,2025-06-18T10:15:00Z,-37.10213125,1.25,-32.57663852
20240717,b,52,3 b,NA,2367.690756,60.1568,3 b,2338.837855,0.23756125,7.2,20,0.11525,1.5622,0.0316,2025-06-18T09:00:00Z,2025-06-18T10:15:00Z,-29.09046225,1.25,-43.4999072
20240717,b,59,3 b,NA,2360.351895,60.3394,3 b,2338.837855,0.23756125,7.2,20,0.115,1.9869,0.0296,2025-06-18T09:00:00Z,2025-06-18T10:15:00Z,-21.75160125,1.25,-34.64824321
20240717,b,2,4 b,NA,2277.822698,59.7292,4 b,2341.211058,5.462138,7.6,20,0.115,2.0481,0.0981,2025-06-18T09:02:00Z,2025-06-18T10:15:00Z,57.926222,1.216666667,28.60396891
20240717,b,23,4 b,NA,2322.675067,59.8205,4 b,2341.211058,5.462138,7.6,20,0.11525,1.6157,0.02,2025-06-18T09:02:00Z,2025-06-18T10:15:00Z,13.073853,1.216666667,31.73487529
20240717,b,69,4 b,NA,2293.861358,60.3254,4 b,2341.211058,5.462138,7.6,20,0.115,1.6056,0.0275,2025-06-18T09:02:00Z,2025-06-18T10:15:00Z,41.887562,1.216666667,73.785749
20240717,b,53,7 b,NA,2347.681489,59.9686,7 b,2349.553949,5.928198833,7.9,20,0.11525,1.5918,0.0376,2025-06-18T10:35:00Z,2025-06-18T11:45:00Z,-4.055738833,1.166666667,-5.460974522
20240717,b,54,7 b,NA,2351.026262,60.2825,7 b,2349.553949,5.928198833,7.9,20,0.115,1.9161,0.0406,2025-06-18T10:35:00Z,2025-06-18T11:45:00Z,-7.400511833,1.166666667,-9.208325113
20240717,b,58,7 b,NA,2352.644312,60.3235,7 b,2349.553949,5.928198833,7.9,20,0.115,1.7421,0.0371,2025-06-18T10:35:00Z,2025-06-18T11:45:00Z,-9.018561833,1.166666667,-12.28028082
20240717,b,20,8 b,NA,2335.13432,59.8654,8 b,2347.734911,-0.602125167,7.8,20,0.11525,1.4608,0.0338,2025-06-18T10:37:00Z,2025-06-18T11:45:00Z,13.20271617,1.133333333,20.35746647
20240717,b,43,8 b,NA,2346.409646,60.2276,8 b,2347.734911,-0.602125167,7.8,20,0.115,2.051,0.0422,2025-06-18T10:37:00Z,2025-06-18T11:45:00Z,1.927390167,1.133333333,2.375151058
20240717,b,1,10 b,NA,2351.010892,59.6902,10 b,2333.132305,-14.31071167,7.4,20,0.115,1.7065,0.0438,2025-06-18T14:44:00Z,2025-06-18T16:00:00Z,-3.567875333,1.266666667,-3.79022445
20240717,b,48,10 b,NA,2356.693942,59.7677,10 b,2333.132305,-14.31071167,7.4,20,0.115,1.5795,0.036,2025-06-18T14:44:00Z,2025-06-18T16:00:00Z,-9.250925333,1.266666667,-11.95671956
20240717,b,65,10 b,NA,2331.021064,59.9426,10 b,2333.132305,-14.31071167,7.4,20,0.115,2.0211,0.049,2025-06-18T14:44:00Z,2025-06-18T16:00:00Z,16.42195267,1.266666667,15.5940199
20240717,b,17,14 b,NA,2304.518499,60.4389,14 b,2351.742597,-9.531693,8,20,0.11525,1.4391,0.0313,2025-06-18T01:25:00Z,2025-06-18T02:38:00Z,56.755791,1.216666667,88.0296626
20240717,b,50,14 b,NA,2236.855508,59.6175,14 b,2351.742597,-9.531693,8,20,0.115,1.7413,0.033,2025-06-18T01:25:00Z,2025-06-18T02:38:00Z,124.418782,1.216666667,182.6384051
20240717,b,63,14 b,NA,2342.341464,60.1209,14 b,2351.742597,-9.531693,8,20,0.115,2.0212,0.0347,2025-06-18T01:25:00Z,2025-06-18T02:38:00Z,18.932826,1.216666667,26.430542
20240719,b,9,11 b,NA,2362.199195,59.8542,11 b,2340.457049,4.27032025,7.2,16,0.115,1.5073,0.0292,2025-06-18T10:55:00Z,2025-06-18T12:15:00Z,-26.01246675,1.333333333,-39.37781915
20240719,b,22,11 b,NA,2369.978736,59.6538,11 b,2340.457049,4.27032025,7.2,16,0.115,1.7721,0.039,2025-06-18T10:55:00Z,2025-06-18T12:15:00Z,-33.79200775,1.333333333,-38.30031648
20240719,b,24,11 b,NA,2370.326147,60.0327,11 b,2340.457049,4.27032025,7.2,16,0.115,1.9589,0.0464,2025-06-18T10:55:00Z,2025-06-18T12:15:00Z,-34.13941875,1.333333333,-32.52303867
20240719,b,40,13 b,NA,2343.084892,59.9314,13 b,2346.646685,8.675345083,7.9,16,0.115,1.8225,0.0389,2025-06-18T12:23:00Z,2025-06-18T01:45:00Z,-5.113552583,-10.63333333,0.728610468
20240719,b,56,13 b,NA,2332.397182,60.0856,13 b,2346.646685,8.675345083,7.9,16,0.11525,1.5327,0.035,2025-06-18T12:23:00Z,2025-06-18T01:45:00Z,5.574157417,-10.63333333,-0.884660345
20240719,b,68,13 b,NA,2337.51043,59.906,13 b,2346.646685,8.675345083,7.9,16,0.115,1.9683,0.038,2025-06-18T12:23:00Z,2025-06-18T01:45:00Z,0.460909417,-10.63333333,-0.067228631
20240719,b,15,17 b,NA,2349.654151,60.2525,17 b,2318.334119,-11.14738242,8,16,0.11525,1.5689,0.0337,2025-06-18T12:25:00Z,2025-06-18T01:45:00Z,-20.17265008,-10.66666667,3.314661123
20240719,b,34,17 b,NA,2342.957901,60.4294,17 b,2318.334119,-11.14738242,8,16,0.115,1.7216,0.0331,2025-06-18T12:25:00Z,2025-06-18T01:45:00Z,-13.47640008,-10.66666667,2.24961857
20240719,b,44,17 b,NA,2343.476195,59.781,17 b,2318.334119,-11.14738242,8,16,0.115,2.1325,0.051,2025-06-18T12:25:00Z,2025-06-18T01:45:00Z,-13.99469408,-10.66666667,1.516199049
20240719,b,31,18 b,NA,2338.904224,59.8892,18 b,2342.894081,1.259941583,7.8,16,0.115,1.6406,0.0326,2025-06-18T13:53:00Z,2025-06-18T15:11:00Z,2.729915083,1.3,3.79646933
20240719,b,36,18 b,NA,2353.794372,59.8953,18 b,2342.894081,1.259941583,7.8,16,0.115,1.6789,0.0348,2025-06-18T13:53:00Z,2025-06-18T15:11:00Z,-12.16023292,1.3,-15.84203642
20240719,b,38,18 b,NA,2341.608508,59.9217,18 b,2342.894081,1.259941583,7.8,16,0.115,1.7484,0.0389,2025-06-18T13:53:00Z,2025-06-18T15:11:00Z,0.025631083,1.3,0.029872098
20240722,b,26,1 b,NA,2347.881743,60.3718,1 b,2346.125239,8.464482,7.4,16,0.115,1.6391,0.0348,2025-06-18T09:12:00Z,2025-06-18T11:00:00Z,-10.220986,1.8,-9.616848058
20240722,b,41,1 b,NA,2346.893473,59.9167,1 b,2346.125239,8.464482,7.4,16,0.115,2.0196,0.0439,2025-06-18T09:12:00Z,2025-06-18T11:00:00Z,-9.232716,1.8,-6.88627182
20240722,b,42,1 b,NA,2359.953884,59.9939,1 b,2346.125239,8.464482,7.4,16,0.1145,1.597,0.0349,2025-06-18T09:12:00Z,2025-06-18T11:00:00Z,-22.293127,1.8,-20.82439603
20240722,b,19,5 b,NA,2373.855171,59.9377,5 b,2344.784988,4.11825225,7.3,16,0.115,1.7874,0.0362,2025-06-18T09:14:00Z,2025-06-18T11:00:00Z,-33.18843575,1.766666667,-30.58548054
20240722,b,21,5 b,NA,2370.777261,60.2943,5 b,2344.784988,4.11825225,7.3,16,0.115,1.4185,0.0202,2025-06-18T09:14:00Z,2025-06-18T11:00:00Z,-30.11052575,1.766666667,-49.72835171
20240722,b,37,5 b,NA,2358.044079,59.9854,5 b,2344.784988,4.11825225,7.3,16,0.115,1.5959,0.0244,2025-06-18T09:14:00Z,2025-06-18T11:00:00Z,-17.37734375,1.766666667,-23.75913696
20240722,b,25,6 b,NA,2346.205617,59.9169,6 b,2337.397152,-2.80412675,7.7,16,0.115,1.8409,0.0263,2025-06-18T10:53:00Z,2025-06-18T12:15:00Z,-6.00433875,1.366666667,-9.845517437
20240722,b,45,6 b,NA,2348.132671,60.3853,6 b,2337.397152,-2.80412675,7.7,16,0.115,1.5736,0.0323,2025-06-18T10:53:00Z,2025-06-18T12:15:00Z,-7.93139275,1.366666667,-10.58951431
20240722,b,57,19 b,NA,2348.124754,59.7487,19 b,2340.148223,3.263629167,7.6,16,0.115,1.874,0.0516,2025-06-18T13:55:00Z,2025-06-18T15:11:00Z,-11.24016017,1.266666667,-10.13566309
20240722,b,67,19 b,NA,2355.537827,60.3155,19 b,2340.148223,3.263629167,7.6,16,0.1145,2.306,0.0424,2025-06-18T13:55:00Z,2025-06-18T15:11:00Z,-18.65323317,1.266666667,-20.38099005
